area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,customer_service_calls,churn,servicesAvailed_years,day_rate,eve_rate,night_rate,intl_rate
510,0,0,0,144.2,91,226.7,137,144.6,72,13.8,4,3,0,8.0,0.1699722607489598,0.08500220555800618,0.045020746887966805,0.2702898550724638
408,1,1,37,220.2,109,185.3,99,205.1,82,4.1,2,0,1,8.0,0.16998183469573117,0.08499730167296275,0.045002437835202344,0.27073170731707324
510,0,0,0,256.2,105,160.7,102,249.4,80,7.4,2,4,0,7.0,0.16998438719750195,0.08500311138767891,0.04498797113071371,0.27027027027027023
415,0,0,0,112.7,119,217.7,109,152.1,76,6.5,5,1,0,8.0,0.17000887311446317,0.08497932935231971,0.04497041420118343,0.27076923076923076
415,0,0,0,299.5,125,226.7,92,210.7,134,13.7,4,0,1,6.0,0.17001669449081805,0.08500220555800618,0.04499288087327955,0.27007299270072993
408,0,0,0,194.8,107,170.9,99,225.1,93,13.9,4,0,0,12.0,0.17002053388090346,0.085020479812756,0.04500222123500667,0.2697841726618705
415,0,0,0,100.8,112,230.0,69,193.6,95,9.5,2,0,0,14.0,0.17003968253968255,0.085,0.04498966942148761,0.27052631578947367
408,0,1,22,82.5,97,289.9,94,180.0,114,4.8,4,3,0,6.0,0.17006060606060605,0.0849948258020007,0.045,0.27083333333333337
415,0,1,34,146.4,104,89.7,103,220.0,91,15.6,4,2,0,10.0,0.17001366120218578,0.08494983277591973,0.045,0.26987179487179486
408,0,0,0,177.9,129,224.6,87,306.3,102,10.8,6,2,0,3.0,0.1699831365935919,0.08499554764024933,0.04498857329415605,0.27037037037037037
510,0,1,27,153.5,84,194.0,73,256.5,94,10.2,7,5,0,10.0,0.1700325732899023,0.08499999999999999,0.04499025341130604,0.26960784313725494
408,0,0,0,150.7,105,197.3,133,169.0,116,9.2,15,1,0,10.0,0.17000663570006638,0.08499746578813988,0.04502958579881657,0.26956521739130435
408,0,1,19,180.1,106,127.5,92,237.4,118,7.5,3,0,0,5.0,0.1700166574125486,0.08501960784313725,0.04498736310025274,0.27066666666666667
415,0,1,31,265.3,94,147.6,95,259.3,117,12.9,1,1,0,1.0,0.1699962306822465,0.08502710027100271,0.045005784805244885,0.2697674418604651
415,0,0,0,128.6,83,134.0,114,210.6,113,11.4,2,0,0,9.0,0.16998444790046657,0.085,0.045014245014245016,0.27017543859649124
415,0,0,0,161.5,92,173.5,108,206.2,95,7.9,4,2,0,7.0,0.170030959752322,0.08501440922190202,0.04500484966052376,0.26962025316455696
408,0,0,0,165.3,120,198.5,106,208.5,102,9.8,3,1,0,6.0,0.16999395039322443,0.08498740554156171,0.04498800959232614,0.2704081632653061
415,0,0,0,195.0,92,210.5,83,180.6,92,11.0,13,0,0,7.0,0.16999999999999998,0.08498812351543943,0.04501661129568107,0.27
415,0,0,0,213.8,79,265.1,93,239.8,128,15.6,7,0,0,4.0,0.17001870907390085,0.0849867974349302,0.044995829858215174,0.26987179487179486
510,0,1,24,205.5,114,219.3,99,215.9,95,14.0,4,1,0,9.0,0.1700243309002433,0.08499772001823985,0.045020842982862436,0.26999999999999996
415,0,1,22,252.9,112,177.9,99,158.4,146,8.5,4,3,0,4.0,0.16998813760379597,0.08499156829679595,0.04501262626262626,0.27058823529411763
408,0,1,28,235.6,74,227.9,37,170.3,103,15.4,9,0,0,13.0,0.16999151103565363,0.08499341816586223,0.044979448032883146,0.2701298701298701
415,0,0,0,192.0,91,127.6,127,155.6,125,7.5,5,1,0,7.0,0.17,0.08503134796238244,0.04498714652956298,0.27066666666666667
415,0,1,39,69.1,122,101.3,136,104.8,94,9.1,4,0,0,11.0,0.17004341534008685,0.08499506416584403,0.0450381679389313,0.2703296703296703
408,0,0,0,261.7,97,210.6,48,256.7,83,6.0,3,3,1,7.0,0.1700038211692778,0.08499525166191832,0.04499415660303857,0.27
415,0,0,0,235.5,81,257.2,130,103.1,111,11.5,4,2,0,12.0,0.1700212314225053,0.08499222395023329,0.04500484966052376,0.27043478260869563
408,0,0,0,213.4,100,204.9,52,179.7,93,9.5,6,1,0,9.0,0.17000937207122774,0.08501708150317229,0.04501947690595437,0.27052631578947367
415,0,1,39,206.9,143,127.8,72,199.2,120,9.2,1,3,0,4.0,0.16998550024166265,0.08497652582159625,0.04497991967871487,0.26956521739130435
415,0,1,22,263.8,65,103.4,115,208.1,109,8.5,3,3,0,7.0,0.17001516300227446,0.08500967117988394,0.04497837578087458,0.27058823529411763
510,0,1,31,183.4,126,195.5,106,180.1,93,10.5,5,1,0,8.0,0.17001090512540892,0.08501278772378518,0.044975013881177126,0.2704761904761905
510,0,0,0,157.6,85,194.1,92,231.5,86,9.4,10,5,1,7.0,0.16998730964467004,0.08500772797527048,0.04501079913606911,0.2702127659574468
415,0,0,0,175.6,147,161.8,118,289.5,55,9.3,4,0,0,5.0,0.16998861047835992,0.0849814585908529,0.04500863557858376,0.2698924731182795
415,0,0,0,242.5,101,102.8,114,142.4,89,9.3,2,2,0,11.0,0.17002061855670103,0.08501945525291829,0.045014044943820226,0.2698924731182795
415,0,0,0,151.0,102,131.4,101,186.6,86,9.9,7,0,0,3.0,0.17,0.0850076103500761,0.04501607717041801,0.26969696969696966
415,0,0,0,138.1,103,164.5,100,134.9,63,8.3,2,1,0,12.0,0.17002172338884866,0.08498480243161094,0.04499629355077835,0.26987951807228916
408,0,0,0,264.7,69,305.0,120,197.4,86,9.5,9,1,1,9.0,0.17000377786173027,0.08501639344262295,0.044984802431610946,0.27052631578947367
408,0,1,31,282.3,70,152.0,89,225.5,93,12.0,4,1,0,5.0,0.1699964576691463,0.085,0.04501108647450111,0.27
415,0,0,0,211.2,80,237.7,93,259.2,58,12.3,2,0,0,5.0,0.1699810606060606,0.08498106857383256,0.04498456790123457,0.26991869918699185
415,0,0,0,197.1,126,130.1,76,78.1,100,7.4,4,3,0,13.0,0.1700152207001522,0.08501152959262107,0.04494238156209987,0.27027027027027023
408,0,0,0,205.3,95,166.7,128,240.6,84,7.8,4,1,0,12.0,0.16999512907939598,0.08500299940011997,0.045012468827930176,0.2705128205128205
415,0,1,22,181.8,110,228.1,123,262.7,141,9.2,4,2,0,9.0,0.17002200220022,0.08500657606313021,0.0449942900647126,0.26956521739130435
415,0,0,0,252.0,120,150.2,106,151.8,96,9.6,1,2,0,10.0,0.17,0.08501997336884155,0.04499341238471673,0.26979166666666665
510,0,0,0,193.8,102,118.9,104,135.9,124,9.2,3,0,0,2.0,0.17002063983488133,0.08502943650126156,0.045033112582781455,0.26956521739130435
415,0,0,0,231.2,135,188.7,74,206.9,124,12.3,1,1,0,14.0,0.1699826989619377,0.08500264970853207,0.04499758337361044,0.26991869918699185
415,0,1,33,200.1,108,188.9,122,205.1,90,15.5,4,0,0,8.0,0.17001499250374816,0.0850185283218634,0.045002437835202344,0.2703225806451613
408,0,1,26,266.7,109,232.3,107,212.8,98,16.3,4,1,0,3.0,0.17000374953130862,0.08501937150236763,0.0450187969924812,0.26993865030674846
415,0,1,36,118.1,117,221.5,125,103.9,89,11.9,6,2,0,0.0,0.17002540220152412,0.08501128668171556,0.04504331087584215,0.26974789915966385
408,0,0,0,175.3,106,144.3,87,160.2,88,11.8,5,0,0,13.0,0.1699942954934398,0.08503118503118502,0.04500624219725344,0.2703389830508474
408,0,0,0,125.1,99,248.8,62,211.3,79,11.2,3,3,0,5.0,0.17002398081534773,0.085008038585209,0.04500709891150023,0.2696428571428572
415,0,0,0,176.8,90,224.7,81,204.6,77,7.5,15,1,0,10.0,0.17002262443438912,0.08500222518914109,0.045014662756598246,0.27066666666666667
415,0,0,0,241.9,101,129.4,121,264.8,104,5.9,3,1,0,4.0,0.16998759818106654,0.08500772797527048,0.04501510574018127,0.2694915254237288
408,0,0,0,241.2,134,116.5,114,152.2,91,10.6,4,0,0,4.0,0.16998341625207297,0.0849785407725322,0.04500657030223391,0.269811320754717
408,0,0,0,217.1,99,236.0,68,118.3,120,9.4,4,1,0,7.0,0.17001381851681252,0.08499999999999999,0.04497041420118344,0.2702127659574468
510,0,0,0,195.4,110,181.2,109,178.5,105,8.9,4,0,0,5.0,0.17001023541453428,0.08498896247240618,0.0449859943977591,0.2696629213483146
415,1,0,0,222.4,78,327.0,111,208.0,104,8.7,9,1,1,6.0,0.1700089928057554,0.08501529051987768,0.045,0.2701149425287357
510,0,0,0,189.5,90,189.8,118,205.8,83,13.1,2,1,0,10.0,0.1700263852242744,0.08498419388830347,0.04499514091350826,0.2702290076335878
415,0,0,0,123.1,100,158.4,82,256.1,82,9.3,5,0,0,9.0,0.17002437043054427,0.08497474747474748,0.04498242873877391,0.2698924731182795
415,0,1,38,256.7,98,150.5,120,123.0,87,11.4,3,3,0,16.0,0.1700038955979743,0.08498338870431893,0.04504065040650407,0.27017543859649124
408,0,0,0,159.1,94,241.6,119,202.4,120,6.5,1,1,0,10.0,0.1700188560653677,0.08501655629139072,0.0450098814229249,0.27076923076923076
408,0,0,0,100.1,90,233.3,93,204.4,57,11.1,8,3,0,9.0,0.17002997002997003,0.08499785683669095,0.04500978473581213,0.2702702702702703
415,0,1,32,30.9,113,187.0,113,230.8,101,8.6,7,1,0,5.0,0.16990291262135923,0.08502673796791443,0.04501733102253033,0.2697674418604651
415,0,0,0,223.2,76,214.4,131,154.4,80,10.1,2,3,0,15.0,0.1699820788530466,0.08498134328358208,0.04501295336787565,0.2702970297029703
510,0,0,0,187.4,101,199.9,126,216.1,107,12.6,8,1,0,9.0,0.17001067235859124,0.08499249624812405,0.04497917630726516,0.2698412698412698
510,0,1,21,315.6,105,208.9,71,260.1,123,12.1,3,3,0,1.0,0.16999366286438528,0.08501675442795596,0.04498269896193771,0.2702479338842975
415,0,0,0,277.5,104,131.8,121,126.9,101,8.2,2,1,0,6.0,0.17001801801801802,0.0849772382397572,0.044996059889676907,0.26951219512195124
415,0,0,0,189.8,111,197.3,101,234.5,111,14.9,3,2,0,7.0,0.17002107481559536,0.08499746578813988,0.04498933901918977,0.2697986577181208
510,0,0,0,147.2,119,192.8,91,172.7,105,10.2,4,1,0,11.0,0.16997282608695652,0.0850103734439834,0.04499131441806601,0.26960784313725494
408,0,0,0,185.8,36,276.5,134,192.1,104,5.7,7,4,0,7.0,0.170021528525296,0.08499095840867993,0.04497657470067674,0.27017543859649124
510,0,1,29,155.4,110,188.5,104,254.9,118,8.0,4,3,0,8.0,0.17001287001287002,0.0849867374005305,0.04499803844644959,0.27
510,0,0,0,154.2,91,268.6,108,188.8,99,10.9,4,6,0,14.0,0.16997405966277562,0.08499627699180937,0.045021186440677964,0.2697247706422018
415,0,0,0,97.6,98,105.5,118,220.2,105,11.6,9,1,0,8.0,0.1699795081967213,0.08502369668246446,0.04500454132606722,0.26982758620689656
415,0,0,0,178.8,94,178.4,97,169.2,77,7.5,3,1,0,13.0,0.17002237136465323,0.08497757847533632,0.04497635933806147,0.27066666666666667
408,0,0,0,149.3,104,273.6,75,206.6,72,9.1,4,0,0,5.0,0.16999330207635632,0.08501461988304093,0.045014520813165544,0.2703296703296703
415,0,0,0,206.0,89,186.0,88,307.1,86,8.4,11,0,0,3.0,0.17,0.085,0.04500162813415825,0.2702380952380952
415,0,0,0,216.8,86,190.8,114,187.5,79,11.0,9,0,0,8.0,0.17001845018450185,0.08501048218029349,0.04501333333333333,0.27
415,0,0,0,103.3,110,129.1,82,167.1,113,10.7,3,0,0,10.0,0.16999031945788964,0.0849728892331526,0.045002992220227404,0.27009345794392525
415,0,0,0,139.4,95,159.1,92,128.2,129,7.7,3,0,0,8.0,0.17001434720229555,0.08497800125707103,0.04500780031201248,0.2701298701298701
415,0,0,0,191.2,110,163.9,102,243.6,114,14.1,3,1,0,8.0,0.16997907949790797,0.0849908480780964,0.04499178981937603,0.2702127659574468
510,0,1,23,160.0,104,189.4,64,229.9,118,10.4,7,1,0,14.0,0.16999999999999998,0.08500527983104542,0.04501957372770769,0.2701923076923077
510,0,0,0,221.7,95,193.0,82,194.1,113,6.5,4,3,0,13.0,0.17000451059990979,0.08502590673575129,0.04497681607418857,0.27076923076923076
415,0,0,0,62.9,81,231.0,64,168.9,121,8.5,5,1,0,8.0,0.16995230524642288,0.08502164502164503,0.04499703966844286,0.27058823529411763
415,0,0,0,215.6,78,195.3,119,194.4,65,3.6,5,1,0,9.0,0.16999072356215214,0.08499743983614952,0.04501028806584362,0.26944444444444443
510,0,1,42,165.3,97,223.5,118,260.8,72,7.6,7,3,0,7.0,0.16999395039322443,0.08501118568232663,0.04501533742331288,0.26973684210526316
415,1,1,32,94.7,111,154.4,98,200.4,109,10.6,6,2,0,7.0,0.17001055966209083,0.08497409326424869,0.045009980039920156,0.269811320754717
510,0,0,0,203.2,81,152.5,99,197.8,76,9.7,3,2,0,12.0,0.16998031496062993,0.08498360655737705,0.04499494438827098,0.2701030927835052
510,0,0,0,195.3,70,216.7,108,259.9,119,12.5,4,3,0,6.0,0.16999487967229904,0.08500230733733273,0.04501731435167372,0.2704
510,0,0,0,143.7,114,297.8,98,212.6,86,11.4,8,4,0,11.0,0.1700069589422408,0.08498992612491604,0.04501411100658514,0.27017543859649124
415,0,0,0,114.4,104,78.3,101,232.7,78,0.0,0,2,0,9.0,0.1700174825174825,0.08505747126436781,0.04499355393210142,0.0
415,0,0,0,222.8,101,203.0,128,210.6,106,6.9,2,2,0,13.0,0.17001795332136446,0.08502463054187193,0.045014245014245016,0.26956521739130435
415,0,1,22,175.9,70,211.7,105,174.5,81,7.3,5,2,0,14.0,0.16998294485503126,0.08497874350495985,0.04498567335243553,0.26986301369863014
510,1,0,0,249.9,95,242.5,104,151.7,121,15.3,6,1,1,10.0,0.16998799519807922,0.08498969072164948,0.04502307185234015,0.2699346405228758
408,1,1,30,234.5,130,195.2,116,268.8,94,11.4,4,2,0,5.0,0.17002132196162045,0.08498975409836065,0.04501488095238095,0.27017543859649124
415,0,0,0,210.7,116,219.2,86,179.7,83,7.2,6,1,0,6.0,0.17000474608448032,0.08499087591240875,0.04501947690595437,0.26944444444444443
408,0,0,0,182.3,124,169.9,110,184.0,116,9.3,3,1,0,11.0,0.16999451453647832,0.08499117127722189,0.045,0.2698924731182795
510,0,0,0,190.3,88,194.5,89,256.5,109,11.7,5,2,0,6.0,0.1699947451392538,0.08498714652956299,0.04499025341130604,0.2700854700854701
415,0,1,38,177.1,88,163.7,108,242.7,72,7.4,2,0,0,8.0,0.17001693958215697,0.08497251069028712,0.0449938195302843,0.27027027027027023
510,0,1,36,87.2,92,169.3,110,166.7,80,10.9,5,6,1,9.0,0.16995412844036697,0.08499704666272888,0.04499100179964007,0.2697247706422018
415,0,0,0,215.6,96,193.4,127,105.4,115,13.5,3,1,0,9.0,0.16999072356215214,0.08500517063081696,0.04497153700189753,0.27037037037037037
510,0,0,0,137.4,109,237.6,49,206.7,136,14.0,11,3,0,6.0,0.1700145560407569,0.08501683501683502,0.04499274310595066,0.26999999999999996
510,0,1,36,192.8,103,177.0,83,216.5,118,16.4,5,1,0,11.0,0.1700207468879668,0.08502824858757063,0.04498845265588915,0.2701219512195122
510,0,0,0,149.3,100,200.2,110,231.7,101,11.9,3,2,0,5.0,0.16999330207635632,0.08501498501498501,0.04501510574018127,0.26974789915966385
408,0,0,0,143.7,116,170.7,99,287.7,95,7.8,5,1,0,7.0,0.1700069589422408,0.08500292911540715,0.045012165450121655,0.2705128205128205
415,0,0,0,224.8,111,190.0,101,221.4,110,9.2,2,1,0,5.0,0.17001779359430605,0.08499999999999999,0.04498644986449865,0.26956521739130435
510,0,1,39,261.2,122,214.2,101,154.9,101,12.7,5,2,0,7.0,0.16998468606431852,0.0850140056022409,0.044996772111039376,0.27007874015748035
415,0,1,26,196.5,98,175.8,111,221.8,124,13.4,5,0,0,13.0,0.17002544529262084,0.08498293515358361,0.044995491433724076,0.2701492537313433
510,0,0,0,271.2,105,202.6,105,221.6,51,11.5,3,3,1,8.0,0.16998525073746315,0.08499506416584403,0.04499097472924188,0.27043478260869563
415,0,0,0,207.2,121,292.5,104,226.3,103,8.0,1,2,0,8.0,0.16998069498069499,0.08499145299145298,0.04498453380468404,0.27
510,0,0,0,300.4,94,133.2,103,197.4,94,7.2,5,2,0,4.0,0.17000665778961385,0.084984984984985,0.044984802431610946,0.26944444444444443
408,0,1,37,229.6,123,132.3,90,211.9,76,9.5,8,2,0,7.0,0.1699912891986063,0.08503401360544217,0.04502123643227937,0.27052631578947367
415,1,1,20,187.5,110,169.8,94,175.3,127,12.1,4,1,0,8.0,0.17002666666666666,0.08498233215547703,0.04500855675984027,0.2702479338842975
415,1,0,0,57.1,98,199.7,78,274.7,103,6.5,6,3,0,14.0,0.17005253940455342,0.08497746619929895,0.04499453949763378,0.27076923076923076
415,0,0,0,162.1,86,155.0,86,189.7,87,11.0,9,5,1,6.0,0.17001850709438618,0.08503225806451613,0.045018450184501846,0.27
415,1,0,0,145.0,89,175.8,102,223.7,151,16.7,3,2,1,8.0,0.16999999999999998,0.08498293515358361,0.04501564595440322,0.27005988023952093
510,0,0,0,159.5,123,240.8,93,210.3,76,11.4,3,1,0,6.0,0.17003134796238245,0.08500830564784052,0.044983357108892064,0.27017543859649124
510,0,0,0,190.7,72,208.6,103,203.8,111,8.8,8,1,0,8.0,0.1700052438384898,0.08499520613614574,0.04499509322865554,0.27045454545454545
510,0,1,20,230.6,40,189.1,58,162.2,115,9.4,2,1,0,6.0,0.16999132697311364,0.08498149127445796,0.045006165228113446,0.2702127659574468
415,0,0,0,34.0,133,278.6,61,129.6,120,11.5,3,0,0,6.0,0.17,0.08499641062455132,0.04498456790123457,0.27043478260869563
415,0,1,17,193.4,112,240.6,131,248.1,98,11.4,3,5,0,10.0,0.17001034126163392,0.08499584372402327,0.04498186215235792,0.27017543859649124
408,0,0,0,202.0,126,163.5,86,195.4,84,10.4,6,1,0,13.0,0.17,0.08501529051987768,0.04498464687819856,0.2701923076923077
415,0,0,0,191.7,122,241.4,88,203.5,86,9.1,5,1,0,6.0,0.17000521648408976,0.08500414250207125,0.04501228501228501,0.2703296703296703
415,0,1,26,161.3,97,250.3,110,142.4,92,6.6,8,1,0,10.0,0.16999380037197767,0.08501797842588893,0.045014044943820226,0.2696969696969697
415,0,0,0,150.6,85,119.0,128,232.9,123,6.4,2,1,0,10.0,0.16998671978751662,0.08504201680672269,0.044997853155860884,0.27031249999999996
510,0,0,0,184.6,102,196.0,117,226.5,122,7.8,1,1,0,13.0,0.16998916576381365,0.085,0.04498896247240618,0.2705128205128205
408,0,0,0,220.7,120,270.2,95,121.6,113,8.7,5,1,0,9.0,0.17000453103760763,0.08501110288675055,0.044983552631578945,0.2701149425287357
510,1,0,0,167.3,119,198.5,119,133.1,88,11.0,6,1,0,7.0,0.169994022713688,0.08498740554156171,0.04500375657400451,0.27
415,0,1,32,154.0,80,185.5,91,148.2,107,8.2,4,3,0,12.0,0.16999999999999998,0.08501347708894878,0.045006747638326586,0.26951219512195124
415,0,1,29,121.1,116,186.4,100,241.7,75,10.1,6,0,0,8.0,0.17002477291494633,0.08497854077253218,0.04501448076127431,0.2702970297029703
510,0,1,23,182.1,94,164.6,59,128.8,102,12.7,4,3,0,2.0,0.1700164744645799,0.08499392466585663,0.04503105590062111,0.27007874015748035
415,0,0,0,109.6,88,137.6,108,159.7,121,11.0,5,2,0,8.0,0.1699817518248175,0.08502906976744186,0.04502191609267377,0.27
415,0,0,0,209.9,105,121.9,105,253.7,104,9.6,4,1,0,3.0,0.16998570747975225,0.08498769483182936,0.045013795821836816,0.26979166666666665
415,0,0,0,167.5,76,242.1,92,101.2,103,11.4,4,2,0,6.0,0.17002985074626867,0.08500619578686493,0.04496047430830039,0.27017543859649124
415,0,0,0,213.9,88,239.8,119,148.7,71,9.8,14,2,0,3.0,0.1699859747545582,0.08498748957464553,0.04498991257565569,0.2704081632653061
415,0,0,0,115.8,108,243.3,111,184.6,78,13.1,5,1,0,9.0,0.17003454231433507,0.08499794492396218,0.04501625135427953,0.2702290076335878
510,0,1,30,276.6,99,220.1,113,177.9,95,9.8,6,2,0,9.0,0.16999276934201013,0.08500681508405271,0.04502529510961214,0.2704081632653061
415,0,1,21,179.4,88,181.1,97,320.7,120,9.5,4,2,0,11.0,0.17001114827201783,0.0849806736609608,0.04499532273152479,0.27052631578947367
510,0,0,0,187.3,84,270.8,95,206.4,68,10.1,5,1,0,11.0,0.16999466097170313,0.08500738552437223,0.04500968992248062,0.2702970297029703
408,0,0,0,201.2,128,227.2,100,145.8,91,8.4,3,2,0,2.0,0.16998011928429427,0.0849911971830986,0.04499314128943758,0.2702380952380952
415,1,0,0,189.6,78,267.4,117,184.5,137,1.3,6,1,0,13.0,0.16998945147679323,0.08500373971578161,0.04498644986449865,0.2692307692307692
415,0,1,35,186.8,124,261.0,69,317.8,103,15.0,5,0,0,3.0,0.17002141327623127,0.0850191570881226,0.04499685336689742,0.26999999999999996
415,0,1,31,153.5,83,219.1,96,237.4,76,11.4,4,0,0,10.0,0.1700325732899023,0.08498402555910543,0.04498736310025274,0.27017543859649124
415,0,0,0,187.6,97,208.2,118,158.9,101,8.7,6,2,0,9.0,0.16998933901918978,0.08501440922190202,0.04499685336689742,0.2701149425287357
415,1,0,0,230.9,132,243.2,99,182.4,57,11.0,2,0,1,10.0,0.16998700736249459,0.08499177631578948,0.0450109649122807,0.27
415,0,1,26,244.9,150,118.0,138,236.0,91,15.2,4,2,0,12.0,0.1699877501020825,0.08499999999999999,0.045,0.26973684210526316
415,0,0,0,230.9,93,223.0,78,157.8,101,9.7,2,3,0,6.0,0.16998700736249459,0.08502242152466367,0.04499366286438529,0.2701030927835052
415,0,0,0,187.1,104,250.2,117,144.9,81,11.0,3,1,0,9.0,0.1700160342063068,0.08501199040767386,0.04499654934437543,0.27
415,0,0,0,170.7,54,191.1,108,214.6,107,13.3,4,1,0,15.0,0.1700058582308143,0.08498168498168497,0.04501397949673812,0.2699248120300752
415,1,1,28,126.9,97,166.9,102,145.2,77,8.8,3,5,1,12.0,0.16997635933806146,0.08502097064110245,0.04497245179063361,0.27045454545454545
510,0,0,0,189.5,112,207.0,95,214.1,91,9.2,7,0,0,6.0,0.1700263852242744,0.08502415458937199,0.04497898178421299,0.26956521739130435
408,1,0,0,176.9,110,167.9,100,182.2,138,7.7,2,1,1,11.0,0.1699830412662521,0.08499106611078022,0.04500548847420417,0.2701298701298701
415,0,0,0,161.1,99,198.8,81,228.4,116,10.6,4,1,0,7.0,0.17001862197392925,0.08501006036217303,0.04500875656742556,0.269811320754717
510,0,0,0,169.4,107,197.2,71,202.2,79,10.7,4,1,0,9.0,0.17001180637544275,0.0849898580121704,0.04500494559841741,0.27009345794392525
415,0,1,20,254.4,133,161.7,96,251.4,91,10.5,4,0,0,5.0,0.1700078616352201,0.0849721706864564,0.044988066825775656,0.2704761904761905
510,1,1,24,127.7,54,215.0,105,234.3,84,5.8,4,2,0,11.0,0.17000783085356305,0.0850232558139535,0.044985061886470334,0.27068965517241383
415,0,1,26,170.5,107,217.2,77,225.7,71,13.6,5,6,0,10.0,0.17002932551319647,0.08499079189686926,0.04501550731058928,0.2698529411764706
408,1,0,0,219.1,100,242.9,90,168.9,101,10.1,4,2,0,14.0,0.17001369237790964,0.08501440922190201,0.04499703966844286,0.2702970297029703
510,1,0,0,273.5,104,183.8,68,153.8,67,11.0,9,2,0,9.0,0.170018281535649,0.08498367791077258,0.04499349804941482,0.27
415,1,0,0,161.9,138,200.9,114,134.0,134,10.7,4,1,0,9.0,0.16998147004323655,0.08501742160278744,0.045000000000000005,0.27009345794392525
510,0,1,27,241.7,87,142.0,101,288.9,68,9.4,4,1,0,3.0,0.1700041373603641,0.085,0.04499826929733472,0.2702127659574468
408,1,0,0,62.8,124,170.4,66,280.2,78,9.4,4,3,0,9.0,0.1700636942675159,0.08497652582159625,0.045003568879371875,0.2702127659574468
415,0,1,22,281.1,83,143.7,130,239.4,128,11.2,9,1,0,9.0,0.17001067235859124,0.08496868475991651,0.044987468671679194,0.2696428571428572
415,0,0,0,228.2,70,263.7,80,142.6,60,10.7,5,3,0,6.0,0.16998247151621385,0.08498293515358363,0.045021037868162694,0.27009345794392525
408,0,0,0,209.8,82,194.5,94,200.4,85,11.3,3,0,0,7.0,0.1700190657769304,0.08498714652956299,0.045009980039920156,0.26991150442477874
408,0,0,0,265.6,86,208.8,102,182.5,105,11.1,6,2,1,2.0,0.16999246987951805,0.0850095785440613,0.04498630136986302,0.2702702702702703
415,0,0,0,214.9,97,117.8,117,133.7,78,11.8,2,2,0,8.0,0.1699860400186133,0.08497453310696094,0.04502617801047121,0.2703389830508474
510,0,0,0,110.5,79,223.2,111,169.5,64,10.5,3,3,0,11.0,0.17004524886877828,0.0849910394265233,0.045014749262536874,0.2704761904761905
415,1,1,45,281.1,88,198.0,103,94.3,76,7.5,3,0,0,8.0,0.17001067235859124,0.08499999999999999,0.04496288441145281,0.27066666666666667
415,0,0,0,137.8,86,286.3,76,167.0,77,14.1,3,2,0,3.0,0.17002902757619737,0.08501571777855396,0.04502994011976048,0.2702127659574468
510,1,1,33,271.5,98,253.4,102,165.4,85,8.2,2,1,1,6.0,0.17001841620626149,0.08500394632991318,0.04498186215235792,0.26951219512195124
408,0,0,0,112.8,108,218.8,120,240.2,106,9.0,3,2,0,4.0,0.1700354609929078,0.0850091407678245,0.04500416319733556,0.27
408,0,0,0,187.3,118,239.7,90,167.5,108,15.1,2,1,0,6.0,0.16999466097170313,0.08498122653316646,0.045014925373134326,0.27019867549668874
415,0,0,0,197.0,84,269.3,105,158.9,105,10.8,4,1,0,8.0,0.17,0.0849981433345711,0.04499685336689742,0.27037037037037037
415,0,1,32,180.4,89,129.4,124,166.9,124,8.4,2,1,0,9.0,0.1700110864745011,0.08500772797527048,0.04499700419412822,0.2702380952380952
408,1,0,0,148.5,126,219.4,125,198.5,121,14.5,7,1,1,6.0,0.17003367003367004,0.08500455788514129,0.04498740554156171,0.27034482758620687
415,0,1,22,197.1,113,259.4,95,134.7,135,14.6,5,2,0,11.0,0.1700152207001522,0.08500385505011566,0.04498886414253898,0.26986301369863014
415,0,1,26,153.7,115,137.8,146,213.5,104,15.9,5,1,0,8.0,0.17000650618087185,0.08497822931785196,0.045011709601873534,0.269811320754717
415,0,1,27,261.3,96,220.9,101,179.4,97,11.3,2,1,0,8.0,0.1699961729812476,0.0850158442734269,0.04498327759197324,0.26991150442477874
510,0,0,0,246.2,102,202.4,134,180.1,95,9.4,5,1,0,9.0,0.16998375304630384,0.08498023715415019,0.044975013881177126,0.2702127659574468
510,0,0,0,191.0,88,318.8,119,247.3,79,6.5,4,0,0,7.0,0.16999999999999998,0.08500627352572146,0.04500606550748079,0.27076923076923076
408,0,0,0,208.3,86,253.6,89,291.0,86,12.6,3,1,0,11.0,0.1699951992318771,0.08501577287066246,0.04501718213058419,0.2698412698412698
415,0,0,0,253.0,73,219.3,78,210.8,89,9.8,4,0,0,6.0,0.16999999999999998,0.08499772001823985,0.04501897533206831,0.2704081632653061
408,0,0,0,202.3,87,201.5,111,101.7,82,6.8,4,0,0,7.0,0.16999505684626792,0.08501240694789082,0.04503441494591937,0.2705882352941177
408,0,0,0,174.4,120,156.3,98,136.5,121,10.2,5,0,0,11.0,0.17001146788990823,0.08502879078694817,0.04498168498168498,0.26960784313725494
415,0,1,30,127.1,89,172.1,116,194.6,111,12.1,3,1,0,5.0,0.17002360346184106,0.08500871586287043,0.04501541623843782,0.2702479338842975
510,1,1,16,143.5,76,242.6,58,147.7,95,11.3,3,0,0,5.0,0.1700348432055749,0.08499587798845837,0.04502369668246446,0.26991150442477874
